customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5842,Customer 05842,customer05842@example.test,India,2022-07-23,Basic,5835.15
5843,Customer 05843,customer05843@example.test,United States,2024-06-05,Standard,3389.81
5844,Customer 05844,customer05844@example.test,Canada,2024-10-21,Premium,1792.98
5845,Customer 05845,customer05845@example.test,Japan,2023-04-30,Standard,1756.22
5846,Customer 05846,customer05846@example.test,Australia,2022-03-20,Premium,9995.56
5847,Customer 05847,customer05847@example.test,France,2024-09-22,Standard,7036.32
5848,Customer 05848,customer05848@example.test,Canada,2024-07-04,Premium,9277.21
5849,Customer 05849,customer05849@example.test,Canada,2023-11-22,Standard,3880.19
5850,Customer 05850,customer05850@example.test,United States,2021-12-25,Premium,815.13
5851,Customer 05851,customer05851@example.test,United Kingdom,2021-06-07,Standard,9331.57
5852,Customer 05852,customer05852@example.test,Canada,2020-02-20,Premium,9514.05
5853,Customer 05853,customer05853@example.test,Brazil,2022-06-30,Premium,8400.69
5854,Customer 05854,customer05854@example.test,Canada,2021-12-06,Premium,7483.62
5855,Customer 05855,customer05855@example.test,United States,2024-03-19,Premium,1897.21
5856,Customer 05856,customer05856@example.test,Japan,2021-01-22,Basic,1764.21
5857,Customer 05857,customer05857@example.test,Canada,2020-07-21,Premium,3696.98
5858,Customer 05858,customer05858@example.test,Brazil,2022-12-10,Basic,6006.77
5859,Customer 05859,customer05859@example.test,Australia,2022-09-28,Basic,3838.22
5860,Customer 05860,customer05860@example.test,Brazil,2023-03-04,Standard,1115.85
5861,Customer 05861,customer05861@example.test,Brazil,2024-05-01,Basic,4577.35
5862,Customer 05862,customer05862@example.test,United States,2021-03-09,Standard,3484.58
5863,Customer 05863,customer05863@example.test,United States,2023-01-31,Premium,7658.06
5864,Customer 05864,customer05864@example.test,India,2023-04-20,Basic,7860.38
5865,Customer 05865,customer05865@example.test,United Kingdom,2022-08-07,Premium,7381.74
5866,Customer 05866,customer05866@example.test,Brazil,2023-11-15,Standard,5830.21
5867,Customer 05867,customer05867@example.test,Australia,2022-11-24,Basic,527.89
5868,Customer 05868,customer05868@example.test,India,2024-03-16,Premium,5020.05
5869,Customer 05869,customer05869@example.test,France,2022-12-31,Premium,5740.83
5870,Customer 05870,customer05870@example.test,Canada,2022-02-07,Basic,9527.51
5871,Customer 05871,customer05871@example.test,United Kingdom,2023-04-06,Premium,8427.46
5872,Customer 05872,customer05872@example.test,Germany,2022-11-08,Standard,9249.15
5873,Customer 05873,customer05873@example.test,Australia,2021-09-28,Basic,1006.36
5874,Customer 05874,customer05874@example.test,Canada,2022-11-18,Premium,7574.72
5875,Customer 05875,customer05875@example.test,United Kingdom,2024-03-24,Premium,12.78
5876,Customer 05876,customer05876@example.test,Canada,2020-04-20,Basic,2241.34
5877,Customer 05877,customer05877@example.test,Germany,2023-06-13,Basic,1336.52
5878,Customer 05878,customer05878@example.test,France,2023-07-04,Premium,6946.66
5879,Customer 05879,customer05879@example.test,Australia,2020-11-14,Standard,929.88
5880,Customer 05880,customer05880@example.test,Germany,2021-07-22,Standard,2923.02
5881,Customer 05881,customer05881@example.test,France,2023-09-03,Basic,1380.75
5882,Customer 05882,customer05882@example.test,United States,2024-03-14,Basic,1150.35
5883,Customer 05883,customer05883@example.test,Japan,2020-05-15,Standard,6053.16
5884,Customer 05884,customer05884@example.test,France,2023-05-18,Basic,107.03
5885,Customer 05885,customer05885@example.test,Canada,2023-10-10,Basic,6577.74
5886,Customer 05886,customer05886@example.test,Australia,2024-02-13,Premium,378.70
5887,Customer 05887,customer05887@example.test,France,2023-07-22,Premium,2904.53
5888,Customer 05888,customer05888@example.test,Canada,2024-01-03,Premium,8937.80
5889,Customer 05889,customer05889@example.test,Canada,2020-09-25,Basic,4602.27
5890,Customer 05890,customer05890@example.test,India,2022-10-16,Premium,7292.34
5891,Customer 05891,customer05891@example.test,Brazil,2024-11-28,Premium,3910.46
5892,Customer 05892,customer05892@example.test,France,2024-01-10,Premium,9421.57
5893,Customer 05893,customer05893@example.test,Canada,2024-05-09,Basic,980.80
5894,Customer 05894,customer05894@example.test,India,2022-05-05,Premium,4269.36
5895,Customer 05895,customer05895@example.test,Japan,2021-06-03,Premium,30.26
5896,Customer 05896,customer05896@example.test,Australia,2023-10-29,Standard,7499.91
5897,Customer 05897,customer05897@example.test,France,2024-06-12,Standard,4791.13
5898,Customer 05898,customer05898@example.test,India,2022-07-30,Standard,9469.62
5899,Customer 05899,customer05899@example.test,Brazil,2023-04-12,Basic,5633.67
5900,Customer 05900,customer05900@example.test,Canada,2021-04-04,Premium,7170.02
5901,Customer 05901,customer05901@example.test,Canada,2020-02-16,Basic,940.14
5902,Customer 05902,customer05902@example.test,Brazil,2022-05-01,Standard,3130.39
5903,Customer 05903,customer05903@example.test,Australia,2022-02-13,Premium,6103.13
5904,Customer 05904,customer05904@example.test,United States,2024-03-14,Premium,1251.28
5905,Customer 05905,customer05905@example.test,Australia,2024-05-27,Standard,2599.85
5906,Customer 05906,customer05906@example.test,United States,2024-09-20,Standard,701.29
5907,Customer 05907,customer05907@example.test,Japan,2023-06-23,Standard,1700.81
5908,Customer 05908,customer05908@example.test,Brazil,2020-11-04,Premium,9844.93
5909,Customer 05909,customer05909@example.test,Japan,2020-08-30,Standard,146.71
5910,Customer 05910,customer05910@example.test,Australia,2022-10-23,Standard,4255.77
5911,Customer 05911,customer05911@example.test,India,2023-02-15,Standard,8823.08
5912,Customer 05912,customer05912@example.test,United Kingdom,2022-03-16,Premium,4017.77
5913,Customer 05913,customer05913@example.test,Japan,2021-04-23,Premium,881.98
5914,Customer 05914,customer05914@example.test,United States,2023-03-14,Standard,3796.37
5915,Customer 05915,customer05915@example.test,Australia,2022-01-10,Standard,6094.46
5916,Customer 05916,customer05916@example.test,Germany,2021-08-10,Standard,6878.94
5917,Customer 05917,customer05917@example.test,United Kingdom,2020-03-15,Standard,4105.34
5918,Customer 05918,customer05918@example.test,Germany,2021-02-06,Basic,8076.23
5919,Customer 05919,customer05919@example.test,France,2021-01-21,Basic,4370.80
5920,Customer 05920,customer05920@example.test,Australia,2021-12-05,Standard,6786.62
5921,Customer 05921,customer05921@example.test,Japan,2023-05-23,Premium,4756.50
5922,Customer 05922,customer05922@example.test,Canada,2021-01-23,Premium,4040.58
5923,Customer 05923,customer05923@example.test,Japan,2020-10-02,Premium,927.56
5924,Customer 05924,customer05924@example.test,Canada,2021-08-28,Standard,2269.56
5925,Customer 05925,customer05925@example.test,Japan,2024-05-28,Basic,1441.21
5926,Customer 05926,customer05926@example.test,India,2024-08-24,Basic,5817.55
5927,Customer 05927,customer05927@example.test,India,2023-11-25,Standard,7062.22
5928,Customer 05928,customer05928@example.test,Brazil,2020-11-05,Basic,5396.88
5929,Customer 05929,customer05929@example.test,United States,2024-10-07,Basic,9293.36
5930,Customer 05930,customer05930@example.test,United States,2020-03-21,Basic,5169.39
5931,Customer 05931,customer05931@example.test,Brazil,2023-05-01,Basic,6530.26
5932,Customer 05932,customer05932@example.test,Canada,2022-04-14,Basic,2517.65
5933,Customer 05933,customer05933@example.test,Germany,2024-01-23,Basic,887.46
5934,Customer 05934,customer05934@example.test,Japan,2023-09-09,Standard,2313.19
5935,Customer 05935,customer05935@example.test,United States,2021-02-15,Standard,8441.01
5936,Customer 05936,customer05936@example.test,Canada,2021-05-05,Basic,2954.18
5937,Customer 05937,customer05937@example.test,Canada,2022-08-01,Standard,6990.96
5938,Customer 05938,customer05938@example.test,India,2020-04-27,Basic,2473.06
5939,Customer 05939,customer05939@example.test,France,2021-04-05,Standard,9953.45
5940,Customer 05940,customer05940@example.test,Australia,2021-02-18,Basic,2525.86
5941,Customer 05941,customer05941@example.test,Brazil,2020-06-07,Basic,8749.88
5942,Customer 05942,customer05942@example.test,United States,2022-01-19,Standard,4253.73
5943,Customer 05943,customer05943@example.test,India,2020-02-27,Basic,2800.49
5944,Customer 05944,customer05944@example.test,United Kingdom,2022-01-27,Basic,4093.68
5945,Customer 05945,customer05945@example.test,Germany,2023-11-13,Standard,3468.95
5946,Customer 05946,customer05946@example.test,United Kingdom,2024-06-18,Standard,6153.32
5947,Customer 05947,customer05947@example.test,Germany,2023-12-29,Basic,8095.93
5948,Customer 05948,customer05948@example.test,India,2023-07-25,Premium,3780.03
5949,Customer 05949,customer05949@example.test,Japan,2021-05-06,Standard,5917.29
5950,Customer 05950,customer05950@example.test,Germany,2022-08-25,Standard,4054.41
5951,Customer 05951,customer05951@example.test,United States,2024-01-31,Standard,8460.88
5952,Customer 05952,customer05952@example.test,Japan,2020-05-10,Premium,9499.51
5953,Customer 05953,customer05953@example.test,Canada,2021-07-28,Premium,1856.85
5954,Customer 05954,customer05954@example.test,Germany,2021-12-03,Standard,232.00
5955,Customer 05955,customer05955@example.test,Australia,2023-01-01,Basic,3481.69
5956,Customer 05956,customer05956@example.test,Germany,2024-09-13,Basic,917.90
5957,Customer 05957,customer05957@example.test,India,2024-07-26,Premium,7973.55
5958,Customer 05958,customer05958@example.test,Canada,2022-03-28,Standard,8247.33
5959,Customer 05959,customer05959@example.test,Japan,2022-01-30,Standard,3167.61
5960,Customer 05960,customer05960@example.test,United Kingdom,2024-09-25,Premium,1183.23
5961,Customer 05961,customer05961@example.test,France,2024-10-13,Premium,4752.14
5962,Customer 05962,customer05962@example.test,Germany,2024-11-16,Premium,2512.36
5963,Customer 05963,customer05963@example.test,Brazil,2022-01-23,Standard,1904.13
5964,Customer 05964,customer05964@example.test,Brazil,2022-02-27,Standard,551.96
5965,Customer 05965,customer05965@example.test,Germany,2023-09-29,Basic,5709.09
5966,Customer 05966,customer05966@example.test,France,2023-04-10,Premium,8311.41
5967,Customer 05967,customer05967@example.test,Japan,2020-11-18,Premium,3156.18
5968,Customer 05968,customer05968@example.test,India,2024-05-09,Standard,2238.61
5969,Customer 05969,customer05969@example.test,Australia,2024-01-11,Standard,5940.93
5970,Customer 05970,customer05970@example.test,France,2022-04-25,Basic,8077.38
5971,Customer 05971,customer05971@example.test,France,2022-07-26,Premium,9515.41
5972,Customer 05972,customer05972@example.test,Australia,2023-10-26,Premium,5601.05
5973,Customer 05973,customer05973@example.test,Brazil,2023-08-15,Standard,9858.15
5974,Customer 05974,customer05974@example.test,India,2022-12-23,Premium,1489.90
5975,Customer 05975,customer05975@example.test,Brazil,2020-09-03,Standard,7653.44
5976,Customer 05976,customer05976@example.test,United Kingdom,2023-01-29,Premium,9606.53
5977,Customer 05977,customer05977@example.test,Germany,2023-02-14,Standard,1640.16
5978,Customer 05978,customer05978@example.test,India,2021-03-04,Basic,2929.30
5979,Customer 05979,customer05979@example.test,Canada,2024-02-22,Standard,9323.72
5980,Customer 05980,customer05980@example.test,United Kingdom,2022-11-01,Standard,2800.31
5981,Customer 05981,customer05981@example.test,United Kingdom,2024-09-24,Premium,1178.89
5982,Customer 05982,customer05982@example.test,France,2022-10-15,Basic,1715.47
5983,Customer 05983,customer05983@example.test,Australia,2024-11-16,Basic,5547.35
5984,Customer 05984,customer05984@example.test,India,2022-04-21,Basic,8602.05
5985,Customer 05985,customer05985@example.test,France,2020-10-29,Standard,4852.80
5986,Customer 05986,customer05986@example.test,Canada,2022-07-16,Basic,4508.61
5987,Customer 05987,customer05987@example.test,India,2022-03-30,Standard,1974.47
5988,Customer 05988,customer05988@example.test,United Kingdom,2021-02-03,Premium,1168.90
5989,Customer 05989,customer05989@example.test,Australia,2021-07-24,Basic,8676.07
5990,Customer 05990,customer05990@example.test,India,2020-04-05,Premium,8531.96
5991,Customer 05991,customer05991@example.test,United States,2022-06-18,Premium,257.80
5992,Customer 05992,customer05992@example.test,India,2022-01-22,Basic,5443.61
5993,Customer 05993,customer05993@example.test,Australia,2023-09-10,Premium,265.47
5994,Customer 05994,customer05994@example.test,United Kingdom,2020-11-07,Basic,1868.36
5995,Customer 05995,customer05995@example.test,Canada,2024-02-02,Premium,3242.07
5996,Customer 05996,customer05996@example.test,India,2021-01-16,Standard,6947.52
5997,Customer 05997,customer05997@example.test,France,2024-09-30,Premium,4460.87
5998,Customer 05998,customer05998@example.test,Germany,2020-02-24,Premium,6015.30
5999,Customer 05999,customer05999@example.test,Brazil,2023-11-18,Premium,8001.30
6000,Customer 06000,customer06000@example.test,United States,2022-03-26,Basic,7278.45
6001,Customer 06001,customer06001@example.test,United Kingdom,2020-06-26,Premium,9525.61
6002,Customer 06002,customer06002@example.test,France,2020-03-12,Premium,2077.39
6003,Customer 06003,customer06003@example.test,India,2022-02-13,Standard,7436.36
6004,Customer 06004,customer06004@example.test,United States,2020-11-11,Standard,1845.60
6005,Customer 06005,customer06005@example.test,Australia,2024-01-16,Basic,6762.00
6006,Customer 06006,customer06006@example.test,United Kingdom,2021-01-16,Premium,3606.78
6007,Customer 06007,customer06007@example.test,India,2020-09-18,Basic,3693.59
6008,Customer 06008,customer06008@example.test,France,2024-08-21,Premium,1555.65
6009,Customer 06009,customer06009@example.test,Canada,2020-12-12,Basic,7268.99
6010,Customer 06010,customer06010@example.test,United Kingdom,2024-04-27,Premium,7332.80
6011,Customer 06011,customer06011@example.test,France,2023-06-15,Basic,6327.00
6012,Customer 06012,customer06012@example.test,Canada,2023-05-30,Premium,3012.86
6013,Customer 06013,customer06013@example.test,United Kingdom,2022-01-14,Basic,7271.79
6014,Customer 06014,customer06014@example.test,France,2024-08-23,Standard,2364.55
6015,Customer 06015,customer06015@example.test,France,2020-09-21,Standard,4475.54
6016,Customer 06016,customer06016@example.test,United States,2020-06-27,Standard,364.46
6017,Customer 06017,customer06017@example.test,Japan,2022-08-19,Premium,9514.75
6018,Customer 06018,customer06018@example.test,United States,2020-04-10,Standard,477.74
6019,Customer 06019,customer06019@example.test,Canada,2022-11-13,Standard,6366.26
6020,Customer 06020,customer06020@example.test,Brazil,2022-10-16,Basic,8461.23
6021,Customer 06021,customer06021@example.test,France,2020-11-20,Standard,404.48
6022,Customer 06022,customer06022@example.test,Australia,2020-07-21,Standard,1307.37
6023,Customer 06023,customer06023@example.test,Japan,2020-11-15,Premium,3714.27
6024,Customer 06024,customer06024@example.test,United States,2023-08-13,Premium,9363.24
6025,Customer 06025,customer06025@example.test,United States,2023-02-17,Basic,1917.68
6026,Customer 06026,customer06026@example.test,Brazil,2023-12-17,Standard,6985.82
6027,Customer 06027,customer06027@example.test,Japan,2024-06-13,Basic,7990.61
6028,Customer 06028,customer06028@example.test,United States,2021-06-20,Standard,8172.08
6029,Customer 06029,customer06029@example.test,United Kingdom,2022-04-04,Premium,3400.65
6030,Customer 06030,customer06030@example.test,Germany,2022-06-25,Premium,1521.99
6031,Customer 06031,customer06031@example.test,France,2021-03-05,Basic,1601.87
6032,Customer 06032,customer06032@example.test,Canada,2020-10-17,Basic,5330.52
6033,Customer 06033,customer06033@example.test,Brazil,2020-02-04,Basic,3062.22
6034,Customer 06034,customer06034@example.test,Canada,2021-06-03,Standard,5874.26
6035,Customer 06035,customer06035@example.test,Canada,2023-10-04,Basic,8553.09
6036,Customer 06036,customer06036@example.test,Canada,2023-09-23,Premium,7699.19
6037,Customer 06037,customer06037@example.test,Japan,2021-12-25,Premium,3953.41
6038,Customer 06038,customer06038@example.test,India,2021-01-09,Premium,3896.41
6039,Customer 06039,customer06039@example.test,Australia,2023-09-05,Standard,2540.10
6040,Customer 06040,customer06040@example.test,United Kingdom,2024-09-02,Premium,699.07
6041,Customer 06041,customer06041@example.test,Brazil,2024-10-17,Basic,581.14
6042,Customer 06042,customer06042@example.test,Japan,2021-07-10,Basic,8315.02
6043,Customer 06043,customer06043@example.test,Germany,2022-10-04,Premium,8678.78
6044,Customer 06044,customer06044@example.test,Australia,2021-04-28,Standard,7014.99
6045,Customer 06045,customer06045@example.test,France,2021-10-07,Basic,9959.14
6046,Customer 06046,customer06046@example.test,Brazil,2021-09-16,Basic,5889.69
6047,Customer 06047,customer06047@example.test,Canada,2021-10-25,Premium,9316.37
6048,Customer 06048,customer06048@example.test,Brazil,2023-09-13,Premium,8124.03
6049,Customer 06049,customer06049@example.test,Canada,2022-02-28,Standard,6932.11
6050,Customer 06050,customer06050@example.test,United States,2020-04-27,Standard,6962.23
6051,Customer 06051,customer06051@example.test,France,2022-03-28,Basic,8684.01
6052,Customer 06052,customer06052@example.test,United Kingdom,2024-01-14,Basic,3831.23
6053,Customer 06053,customer06053@example.test,Brazil,2022-03-01,Standard,7659.82
6054,Customer 06054,customer06054@example.test,United Kingdom,2021-07-20,Premium,3790.93
6055,Customer 06055,customer06055@example.test,Germany,2021-10-14,Basic,762.53
6056,Customer 06056,customer06056@example.test,Canada,2024-06-24,Basic,6917.33
6057,Customer 06057,customer06057@example.test,India,2020-05-17,Premium,4489.15
6058,Customer 06058,customer06058@example.test,Germany,2024-01-15,Premium,812.57
6059,Customer 06059,customer06059@example.test,India,2023-03-05,Standard,4490.68
6060,Customer 06060,customer06060@example.test,Australia,2021-07-10,Basic,9786.83
6061,Customer 06061,customer06061@example.test,Brazil,2023-10-05,Basic,7559.14
6062,Customer 06062,customer06062@example.test,France,2022-02-08,Basic,3366.35
6063,Customer 06063,customer06063@example.test,United States,2022-07-12,Standard,3751.30
6064,Customer 06064,customer06064@example.test,Canada,2024-07-06,Premium,5003.38
6065,Customer 06065,customer06065@example.test,Australia,2024-07-03,Premium,190.42
6066,Customer 06066,customer06066@example.test,Canada,2021-06-03,Standard,1659.85
6067,Customer 06067,customer06067@example.test,Australia,2023-09-27,Premium,6530.00
6068,Customer 06068,customer06068@example.test,United Kingdom,2024-11-10,Premium,1425.59
6069,Customer 06069,customer06069@example.test,Brazil,2024-02-01,Premium,3224.17
6070,Customer 06070,customer06070@example.test,France,2020-05-30,Basic,2554.86
6071,Customer 06071,customer06071@example.test,Japan,2024-03-19,Basic,4231.35
6072,Customer 06072,customer06072@example.test,United States,2022-08-05,Basic,6787.07
6073,Customer 06073,customer06073@example.test,Japan,2022-07-18,Premium,5939.07
6074,Customer 06074,customer06074@example.test,United Kingdom,2022-12-07,Premium,777.97
6075,Customer 06075,customer06075@example.test,Japan,2020-12-03,Standard,9365.84
6076,Customer 06076,customer06076@example.test,France,2022-09-17,Premium,8366.48
6077,Customer 06077,customer06077@example.test,Canada,2023-05-17,Premium,4591.18
6078,Customer 06078,customer06078@example.test,Japan,2023-08-28,Basic,8017.83
6079,Customer 06079,customer06079@example.test,United Kingdom,2020-02-27,Standard,7292.35
6080,Customer 06080,customer06080@example.test,United States,2023-03-27,Basic,6518.34
6081,Customer 06081,customer06081@example.test,United States,2022-08-31,Standard,3695.35
6082,Customer 06082,customer06082@example.test,France,2021-04-30,Basic,7182.09
6083,Customer 06083,customer06083@example.test,Germany,2023-03-16,Premium,1208.88
6084,Customer 06084,customer06084@example.test,Brazil,2023-05-19,Basic,8073.65
6085,Customer 06085,customer06085@example.test,India,2022-02-21,Standard,1975.26
6086,Customer 06086,customer06086@example.test,United States,2020-03-04,Basic,7603.02
6087,Customer 06087,customer06087@example.test,India,2024-05-27,Premium,2445.01
6088,Customer 06088,customer06088@example.test,Canada,2020-09-12,Premium,1662.40
6089,Customer 06089,customer06089@example.test,Brazil,2020-09-04,Standard,8830.73
6090,Customer 06090,customer06090@example.test,India,2020-02-18,Standard,8467.81
6091,Customer 06091,customer06091@example.test,Germany,2022-02-13,Standard,5903.90
6092,Customer 06092,customer06092@example.test,United Kingdom,2023-08-03,Standard,5032.51
6093,Customer 06093,customer06093@example.test,Australia,2020-01-15,Premium,1470.94
6094,Customer 06094,customer06094@example.test,United States,2022-05-11,Standard,4148.61
6095,Customer 06095,customer06095@example.test,Germany,2021-09-19,Basic,6977.02
6096,Customer 06096,customer06096@example.test,Japan,2024-04-10,Standard,4203.88
6097,Customer 06097,customer06097@example.test,United Kingdom,2021-09-01,Basic,4720.04
6098,Customer 06098,customer06098@example.test,Brazil,2021-09-25,Standard,8558.64
6099,Customer 06099,customer06099@example.test,Japan,2021-02-16,Standard,4473.54
6100,Customer 06100,customer06100@example.test,Australia,2023-11-15,Standard,8995.74
6101,Customer 06101,customer06101@example.test,Australia,2021-11-08,Premium,4264.62
6102,Customer 06102,customer06102@example.test,India,2021-05-15,Standard,7329.87
6103,Customer 06103,customer06103@example.test,United Kingdom,2021-03-27,Premium,394.63
6104,Customer 06104,customer06104@example.test,Japan,2023-04-20,Standard,5924.93
6105,Customer 06105,customer06105@example.test,Canada,2022-05-23,Standard,4628.19
6106,Customer 06106,customer06106@example.test,Brazil,2020-06-10,Basic,5928.99
6107,Customer 06107,customer06107@example.test,India,2023-08-24,Premium,5969.64
6108,Customer 06108,customer06108@example.test,Japan,2023-11-26,Premium,3366.93
6109,Customer 06109,customer06109@example.test,Australia,2021-02-25,Basic,3889.81
6110,Customer 06110,customer06110@example.test,United Kingdom,2023-04-30,Basic,83.43
6111,Customer 06111,customer06111@example.test,India,2021-01-02,Standard,1154.71
6112,Customer 06112,customer06112@example.test,United States,2020-11-26,Premium,4851.47
6113,Customer 06113,customer06113@example.test,France,2022-04-26,Standard,3142.68
6114,Customer 06114,customer06114@example.test,Brazil,2021-04-25,Standard,6439.11
6115,Customer 06115,customer06115@example.test,United States,2021-08-16,Basic,8912.25
6116,Customer 06116,customer06116@example.test,India,2023-02-20,Basic,4125.84
6117,Customer 06117,customer06117@example.test,Germany,2021-12-15,Standard,6893.95
6118,Customer 06118,customer06118@example.test,France,2022-06-09,Standard,3464.57
6119,Customer 06119,customer06119@example.test,Germany,2024-03-23,Standard,7815.34
6120,Customer 06120,customer06120@example.test,Germany,2021-03-29,Basic,2699.01
6121,Customer 06121,customer06121@example.test,Brazil,2024-05-27,Standard,6417.14
6122,Customer 06122,customer06122@example.test,Japan,2020-09-05,Basic,9730.81
6123,Customer 06123,customer06123@example.test,France,2023-05-20,Basic,2542.35
6124,Customer 06124,customer06124@example.test,Germany,2024-09-03,Standard,6064.11
6125,Customer 06125,customer06125@example.test,Germany,2022-07-12,Premium,6028.47
6126,Customer 06126,customer06126@example.test,Germany,2024-12-09,Standard,2766.08
6127,Customer 06127,customer06127@example.test,United States,2020-02-05,Basic,8774.18
6128,Customer 06128,customer06128@example.test,United States,2023-09-08,Premium,1532.01
6129,Customer 06129,customer06129@example.test,Australia,2021-04-04,Basic,3441.30
6130,Customer 06130,customer06130@example.test,Japan,2022-10-22,Premium,6348.48
6131,Customer 06131,customer06131@example.test,United Kingdom,2024-01-20,Basic,9806.06
6132,Customer 06132,customer06132@example.test,United States,2021-03-23,Basic,8079.66
6133,Customer 06133,customer06133@example.test,United States,2024-12-12,Basic,8998.18
6134,Customer 06134,customer06134@example.test,Brazil,2021-07-06,Premium,1653.53
6135,Customer 06135,customer06135@example.test,Australia,2020-07-31,Basic,4671.85
6136,Customer 06136,customer06136@example.test,Australia,2020-09-21,Basic,1817.57
6137,Customer 06137,customer06137@example.test,United Kingdom,2020-08-23,Premium,5021.94
6138,Customer 06138,customer06138@example.test,Germany,2021-10-31,Basic,3646.39
6139,Customer 06139,customer06139@example.test,Germany,2021-01-29,Basic,7442.32
6140,Customer 06140,customer06140@example.test,Japan,2024-05-25,Standard,3530.32
6141,Customer 06141,customer06141@example.test,Canada,2022-08-25,Premium,391.03
6142,Customer 06142,customer06142@example.test,Australia,2021-05-15,Premium,3164.30
6143,Customer 06143,customer06143@example.test,Japan,2021-07-23,Standard,4000.33
6144,Customer 06144,customer06144@example.test,Canada,2020-05-11,Basic,6406.15
6145,Customer 06145,customer06145@example.test,Australia,2021-04-02,Premium,1483.05
6146,Customer 06146,customer06146@example.test,India,2024-02-18,Premium,1429.84
6147,Customer 06147,customer06147@example.test,Brazil,2024-05-13,Premium,7694.85
6148,Customer 06148,customer06148@example.test,United Kingdom,2024-11-04,Standard,9001.72
6149,Customer 06149,customer06149@example.test,India,2022-03-16,Basic,7413.20
6150,Customer 06150,customer06150@example.test,Japan,2023-05-03,Premium,3468.34
6151,Customer 06151,customer06151@example.test,India,2023-04-07,Basic,7104.53
6152,Customer 06152,customer06152@example.test,United Kingdom,2024-09-15,Premium,5823.55
6153,Customer 06153,customer06153@example.test,Brazil,2022-05-31,Basic,6390.90
6154,Customer 06154,customer06154@example.test,Brazil,2021-03-23,Standard,7401.02
6155,Customer 06155,customer06155@example.test,United States,2022-01-08,Standard,1983.40
6156,Customer 06156,customer06156@example.test,India,2021-06-15,Standard,4067.28
6157,Customer 06157,customer06157@example.test,Brazil,2021-03-29,Premium,2336.46
6158,Customer 06158,customer06158@example.test,United States,2023-01-15,Standard,503.92
6159,Customer 06159,customer06159@example.test,France,2024-12-17,Standard,9334.93
6160,Customer 06160,customer06160@example.test,France,2021-01-10,Standard,1652.25
6161,Customer 06161,customer06161@example.test,Canada,2023-10-05,Premium,8996.52
6162,Customer 06162,customer06162@example.test,France,2021-05-24,Standard,4797.43
6163,Customer 06163,customer06163@example.test,Canada,2021-08-22,Standard,4263.27
6164,Customer 06164,customer06164@example.test,Brazil,2021-03-01,Premium,3158.91
6165,Customer 06165,customer06165@example.test,United Kingdom,2021-04-20,Basic,6075.92
6166,Customer 06166,customer06166@example.test,United States,2022-05-01,Basic,7268.16
6167,Customer 06167,customer06167@example.test,Japan,2023-10-13,Basic,8715.71
6168,Customer 06168,customer06168@example.test,Australia,2020-02-27,Basic,8299.16
6169,Customer 06169,customer06169@example.test,India,2023-08-26,Basic,7422.30
6170,Customer 06170,customer06170@example.test,Germany,2020-10-15,Standard,7898.53
6171,Customer 06171,customer06171@example.test,Australia,2023-04-08,Premium,9291.65
6172,Customer 06172,customer06172@example.test,Brazil,2024-07-06,Basic,6948.53
6173,Customer 06173,customer06173@example.test,United Kingdom,2022-09-24,Standard,675.40
6174,Customer 06174,customer06174@example.test,Germany,2022-08-11,Premium,393.63
6175,Customer 06175,customer06175@example.test,France,2021-09-10,Standard,612.84
6176,Customer 06176,customer06176@example.test,France,2020-11-13,Basic,8325.05
6177,Customer 06177,customer06177@example.test,India,2024-06-08,Premium,1713.05
6178,Customer 06178,customer06178@example.test,United States,2020-11-27,Basic,9901.91
6179,Customer 06179,customer06179@example.test,Japan,2021-07-28,Standard,3547.75
6180,Customer 06180,customer06180@example.test,United Kingdom,2021-01-06,Standard,7652.85
6181,Customer 06181,customer06181@example.test,Canada,2024-11-21,Premium,2108.07
6182,Customer 06182,customer06182@example.test,United States,2020-09-30,Premium,6539.00
6183,Customer 06183,customer06183@example.test,France,2024-06-12,Premium,1429.12
6184,Customer 06184,customer06184@example.test,Canada,2020-02-03,Standard,4207.64
6185,Customer 06185,customer06185@example.test,Brazil,2023-03-20,Premium,2143.40
6186,Customer 06186,customer06186@example.test,Australia,2024-12-02,Premium,230.33
6187,Customer 06187,customer06187@example.test,France,2021-03-25,Standard,4281.24
6188,Customer 06188,customer06188@example.test,United Kingdom,2022-08-17,Premium,7697.21
6189,Customer 06189,customer06189@example.test,Brazil,2023-11-18,Basic,9446.65
6190,Customer 06190,customer06190@example.test,United Kingdom,2022-05-26,Standard,9781.27
6191,Customer 06191,customer06191@example.test,Australia,2024-07-28,Standard,8974.79
6192,Customer 06192,customer06192@example.test,Canada,2022-05-24,Standard,6392.87
6193,Customer 06193,customer06193@example.test,India,2023-06-03,Standard,2612.24
6194,Customer 06194,customer06194@example.test,Australia,2024-03-12,Premium,2914.97
6195,Customer 06195,customer06195@example.test,India,2023-08-07,Premium,587.72
6196,Customer 06196,customer06196@example.test,Canada,2020-06-09,Premium,7704.05
6197,Customer 06197,customer06197@example.test,United States,2023-04-06,Standard,8557.05
6198,Customer 06198,customer06198@example.test,Canada,2022-09-25,Premium,304.54
6199,Customer 06199,customer06199@example.test,Germany,2021-03-19,Basic,9624.87
6200,Customer 06200,customer06200@example.test,Canada,2024-06-10,Premium,1332.27
6201,Customer 06201,customer06201@example.test,Germany,2023-01-11,Standard,714.09
